row_index,hyperlinks
117832,merubu | merubu-rubu
117835,roboh
117841,ruadat
117870,rogol
117871,roh
117872,rohani
117897,ruji-ruji
117910,rukiah
117914,rukiah
117915,rukiah
117917,reruku | ruku-ruku
117919,rukuk
117934,rukyat
117938,harum
118094,ramal
118099,romawi
118117,remenia
118135,merumpi
118171,siak
118208,berunggas-runggas
118209,rungguh
118216,ungkai
118217,merungkau
118221,rongseng
118222,rumrum
118229,merunjau
118236,meruntai | seruntai
118237,ronta
118249,reruntuk
118250,meruntun | meruntunkan
118257,unyai
118260,merunyut
118261,meruok
118290,rukiah
118293,luruh
118346,perusut
118376,rukyat
118377,rukyatulhilal
118451,saadah
118464,menyabak
118466,sebak
118468,saban-saban
118469,syakban
118470,dayak saban
118475,layar
118479,syabas
118481,menyabat
118600,bersadau | menyadau
118617,dayak sadong
118634,syafaat
118646,seperah
118660,sakai
118663,menyagang
118665,sakar
118674,sagu
118689,saguer
118690,sagon
118697,syah
118704,syahadat
118705,saja
118746,syahbandar
118747,syahda
118748,syahdan
118749,syahda
118750,syahdu
118760,syahid
118766,usah
118777,syahwat
118780,sayid
118781,sayidani
118782,sayidi
118789,bersaing | bersaingan | mempersaingkan | menyaingi | penyaing | persaingan | pesaing | saingan | tersaingi
118790,bersaing | menyaingi | sesaing
118809,sayat
118865,syak
118903,sakratulmaut
118913,suku
118926,sekelat
118930,sekelat
118934,sake
118960,raja singa
118966,sakelar
119023,saku-saku
119036,syal
119042,selada
119077,menyalahgunakan | penyalahgunaan
119144,masir
119166,salep
119167,salaran
119171,silsilah
119232,selawat
119244,salai
119267,saleh
119322,calong
119338,salung
119378,selawat
119400,semadi
119434,sumbawa
119483,kesambet
119503,sabut
119524,sabur limbur
119539,kayu
119541,minyak
119552,ubi
119625,mandi
119631,sapi
119649,bersamplok
119669,sempurna
119683,syamsu
119684,samudra
119705,angsana
119728,sendal
119749,kuda
119783,sandungan
119798,tersanga-sanga
119913,sengkayan
119915,sangkala
119921,saking
119947,sanskerta
119949,sanksi
119983,sanskerta
119987,sanskerta
120005,santan
120010,santiran
120016,xantofil
120023,satron
120024,santo
120038,bahwasanya
120040,saus
120042,saf
120046,safa
120051,sapai-sapai
120053,safar
120055,separatis
120062,pohon
120083,safir
120084,musafir
120154,syarah
120158,serakah
120195,serani
120200,saraf
120216,syarat
120223,dayak sarbas
120225,sarden
120232,serikat
120235,syariat
120249,syariat
120250,seriawan
120255,akar
120262,sering
120270,syarif
120271,syarifah
120303,saruk
120325,seru
120329,saron
120357,seluar
120367,dongeng
120370,sasa
120377,sesap
120378,susup
120418,anak
120498,palapa
120510,satire
120512,sumpah
120534,kesatria
120546,menyatumejakan
120638,sahur
120662,akar
120667,sabana
120672,ular
120708,persawangan | pesawangan
120777,siarah
120779,sayet
120782,benang
120915,antero
120965,bagai
120967,bagaimana
120986,sibak
120997,saban
121023,dayak sebaruk
121043,dayak sebayau
121055,belah
121062,belas
121068,layar
121093,dayak seberuang
121098,sebat
121100,tasbih
121101,cebik
121128,menyebuk | penyebukan
121189,ceceng
121202,sicerek
121230,sadah
121233,kesedakan | tersedak
121234,sedekap
121279,sedatif
121281,serdawa
121294,sediakala
121295,bersedekap
121303,sedenter
121317,sadariah
121329,sedianya
121371,sidingin
121388,seduh
121389,sahda
121394,terseduh-seduh
121405,sedot
121443,sek
121445,nasi
121456,menyegak
121511,dayak segayi
121549,segitiga
121572,seguna sekaya
121575,syekh
121581,sahaja
121586,saharah
121608,hati
121619,ia
121630,imbang
121687,jati
121696,jenak
121709,joli
121724,jurus
121727,tembakau
121736,kadar
121737,dayak
121742,seka
121743,serkah
121752,sekakar
121759,skala
121835,kebat
121838,kunang-kunang
121842,sekadar
121844,kedidi
121854,sekelap
121860,kelebat
121867,kelumit
121868,skema
121889,sekring
121893,sekretaris
121907,syekh
121909,kian
121914,sikin
121926,kitar
121977,sekunar
121981,sekunar
121987,skors
121988,sekesel
122019,saksama
122065,lemon
122078,naga
122162,sila
122171,selabar
122188,lagi
122203,dayak selako
122206,laku
122253,selamat
122257,selampai
122258,selampai
122262,selempuri
122263,sailan
122274,slang
122290,tulang
122302,selepa
122336,menyelar
122345,laras
122374,burung
122375,burung
122384,selayun
122387,selai
122400,selebritas
122401,selebritas
122402,laut
122404,seledri
122405,menyeledet
122408,seludup
122436,selektivitas
122439,berseleleran
122440,selempada
122441,menyelembana
122446,terselempang
122449,silempukau
122450,kain
122454,silinder
122455,slendro
122457,selangat
122476,keseleo
122478,selempang
122492,selira
122497,tenun
122499,rumah
122527,padi
122528,berselibut
122530,sidik
122543,selibu
122544,selempang
122545,menyelimpang
122548,silang
122560,serindit
122567,menyelingar
122568,berselingkit | menyelingkit
122575,menyelingkup | menyelingkupi
122582,menyelip
122588,menyelir | selir-menyelir
122593,berselirak
122604,menyelisipkan
122605,menyelisir
122610,keseleo
122615,sobok
122616,seludang
122624,menyelomoti | terselomot
122627,sailan
122631,sailan
122632,menyelongkan
122641,menyelonong
122646,selusuh
122672,menyeluduk
122673,menyeludup | menyeludupkan | penyeludup | penyeludupan | seludupan
122679,menyeluk
122689,seluler
122696,berselulup
122697,terselulur
122709,berselumu
122714,menyelundup | menyelundupi | menyelundupkan | penyelundup | penyelundupan | selundupan
122716,dayak selungai
122718,jelungkap
122719,menyelungkup | menyelungkupi
122728,menyelusuh
122732,menyelusup | menyelusupkan
122733,menyelusur | menyelusurkan | penyelusuran | terselusur
122744,sema
122759,simak
122770,makin
122776,simalakama
122800,semenda
122804,semendarasa
122805,semendarasa
122824,kembang
122830,semaja
122832,santan
122847,sementung
122852,sorak
122892,sembap
122910,menyembai
122913,dayak simbakong
122914,menyembam
122915,menyembamkan | tersembam
122918,sambar
122933,sembrani
122937,sembrono
122946,semilat
122947,puru
122985,sembul
122996,samudra
122997,semadi
122999,semenjak
123000,semenjana
123001,demek
123038,semenggah-menggah
123044,mentang
123060,serbak
123099,silir
123111,sinau
123140,ketam
123146,menyempal | menyempali | tersempal
123153,sempena
123163,menyempil | tersempil
123179,swipoa
123217,sengsem
123234,samudra
123248,daun
123249,simuntu
123274,sein
123344,skenario
123351,ular
123352,pinang
123356,sanda
123359,sandal
123363,angin
123366,bersendar
123373,serdawa
123376,bersendel
123383,sandar
123406,zending
123418,daun
123441,bersendorongan | tersendorong
123445,sekeduduk
123447,akar
123448,sendok
123450,senin
123481,sanggah
123486,sanggama
123487,sanggama
123490,melepas senggang-tenggang
123492,selenggara
123497,bersenggayut | bersenggayutan
123498,pesanggrahan
123503,tenggiling
123521,menyenggut
123522,menyengih | menyengihkan | tersengih
123523,sengih
123525,menyengir
123531,menyengkak
123546,bersengkarut
123553,singkek
123558,sekelat
123563,menyengkelit
123574,duduk
123576,menyengko
123582,sinse
123583,sansai
123584,kesengsaman | tersengsam
123585,sengsem
123601,ular
123671,seniman
123672,senewen
123678,sejak
123708,lenjuang
123731,sensitivitas
123734,sensitivitas
123753,sensor
123757,menyenta
123767,akar
123772,sintal
123776,kalau
123777,bersentana
123780,sentak
123782,sentosa
123790,santri
123795,setiabu
123797,senantiasa
123799,tersentil
123815,sentimental
123818,santing
123824,sentiong
123838,sentra
123843,tersentuk
123846,santung
123847,santung
123851,sinuhun
123853,tenuk
123856,senyap
123893,terseok-seok
123895,olah
123948,sepak bola
123949,sepatbor
123954,pala
123969,spanduk
123973,sipangkalan
123991,sepesan
124000,kayu
124009,bunga
124044,sipatung
124075,spekuk
124131,daun
124150,spiritus
124183,sipit
124194,serpih
124199,sifilis
124204,sepintas lalu
124209,spion
124212,sipir
124213,spiritus
124223,sipahi
124228,spons
124229,spora
124232,seprai
124250,sepoi
124254,keris
124257,akar
124263,pupu
124268,spora
124278,tersera-sera
124279,serabi
124288,bantal
124293,sirah
124295,sera
124323,ayam
124333,terserampang
124340,sengkelit
124344,sumpah
124348,sarana
124354,terserandung
124360,berserang
124379,seranggung
124383,sirangkak
124391,menyerantakan | penyeranta
124397,serapah
124402,akar
124458,itik
124464,akar
124472,batu
124476,rawan
124482,serba-serbi
124511,serba
124537,syariat
124544,serai
124545,serai
124569,sengam
124570,berserengam
124586,serap
124587,menyerepi
124589,serasah
124591,resam
124598,tesergam
124609,menyeri
124644,srigunting
124645,srikandi
124662,serina
124677,seringai
124679,sering kali
124711,seruda
124712,seruduk
124721,sero
124722,seruk
124733,terserompok
124734,serundeng
124735,terserondok
124755,serapah
124758,serpih
124775,sersi
124800,sertifikat
124811,dayak seru
124818,seluar
124853,akar
124865,berserunda | terserunda
124868,serunai
124871,akar
124919,sagon
124921,uang
124923,saing
124925,sajen
124959,bersesaran
124974,sawi
124977,sesayup-sayup mata
124983,sembahan
124990,sepuh
124997,siak
125038,suai
125042,suatu
125059,sumbar
125083,setagen
125091,bersetai-setai | tersetai-setai
125092,astaka
125097,astakona
125105,stambuk
125106,stambul
125116,standar
125126,tetangga
125141,tara
125144,stasiun
125158,steker
125181,stempel
125184,stengun
125203,setrap
125204,satria
125205,setrik
125206,setrika
125207,setirman
125208,setrimin
125209,setrip
125212,setrum
125213,setrup
125220,setiwel
125270,sitinggil
125274,istinja
125276,step
125280,setiwel
125285,ikan
125286,stoker
125296,setup
125299,stoples
125305,lampu stormking
125313,streng
125321,strimin
125333,satwa
125342,tuju
125361,setori
125362,kesturi
125367,seujung kuku | seujung rambut
125403,sewar
125409,bersewaka
125417,menyewat
125429,yogia
125453,salat
125458,salat
125459,selawat
125460,saleh
125461,salihah
125462,salihah
125482,sin-
125484,sia-sia
125505,siak-siak
125511,bersiakon
125537,dayak siang
125598,bersiar | bersiar-siar | pesiar
125600,daun
125603,bintang
125624,siarah
125625,siasat
125650,bersibar | bersibaran
125674,menyibuk
125676,sibur-sibur
125720,sedekah
125742,fajar
125755,bersiduga
125820,baju
125822,rupiah
125831,burung
125832,baju
125850,pohon
125869,kedidi
125870,senduduk
125871,semalu
125876,bersikeras
125879,sikudomba
125957,sin-
125973,khilaf
125974,sila
125975,silsilah
125976,silakan
126013,khilaf
126028,silaturahmi
126033,silampukau
126034,bersilengah
126071,kemeja
126119,sin-
126124,buah
126125,semalu
126155,simbolis
126163,kesimbukan
126208,kesimpatan
126233,simpur
126285,sambung
126287,senandung
126297,daun
126326,tamban
126327,bersinau-sinau | seminau
126329,pinang
126335,sanda
126422,eukaliptol
126443,tersingahak
126468,sigung
126474,singkap
126498,tengkawang
126500,singkek
126503,tali
126513,sekop
126517,singset
126518,sinse
126604,burung
126611,sintesis
126612,sintesis
126624,senteng
126661,siomai
126670,sipahi
126672,sepasin
126675,daun
126685,sepesan
126688,sifilis
126691,swipoa
126765,syirik
126767,siri
126789,sirkuit
126794,untai
126813,serobok
126828,bersiru
126829,sirop
126847,bersisalak
126879,kesisiran
126902,kista
127014,sistem
127015,sistina
127023,bersisurut
127037,siter
127044,setawar
127105,simpang siur
127112,syiwa
127118,sewar
127119,siwaratri
127271,dayak skrang
127306,selamat
127432,sus
127469,soja
127472,syok
127482,cokelat
127483,saka
127504,salat
127505,selawat
127506,serdadu
127508,saleh
127509,salihah
127510,salihah
127576,siomai
127590,sompok
127592,sompek
127616,mayang
127620,sundul
127659,suntuk
127685,sopran
127692,serban
127698,tersoren
127701,surga
127702,surgawi
127708,pintu
127821,sotoh
127825,sohun
127826,suvenir
127829,soang
127831,soang
127896,sepatbor
127900,sepan
127925,sepatbor
127929,spidometer
128067,spiritual
128082,spodumena
128114,sportivitas
128268,serempet
128279,serikaya
128310,staf
128354,standar
128356,standardisasi
128357,standar
128418,statis
128445,magnesium
128455,setek
128464,stema
128466,stengun
128483,stapler
128502,stereotipe
128670,stres
128676,setrip
128691,stormking
128692,stormking
128695,setruk
128755,bulu
128759,berkesesuaian | bersesuai | bersesuaian | bersuai | bersuaian | kesesuaian | ketidaksesuaian | menyesuaikan | penyesuai | penyesuaian | persesuaian | sesuai | tersesuaikan
128760,tali
128764,bulu
128770,soal
128771,solak
128778,tak suang-suang (tak suang-suangnya)
128820,swarawati
128821,surga
128823,kasuari
128824,bantal
128860,zona
128871,syubhat
128975,subjek
128976,subjektif
128977,subjektivisme
128985,suci hama
128987,saudagar
129033,saudara
129058,sodok
129063,sodor
129082,ahli
129102,kiamat
129146,sekar
129150,swipoa
129151,langsuir
129159,sajadah
129163,dayak sujau
129175,syok
129184,sukaria
129224,sekedup
129229,zukini
129286,syukur
129295,sulalah
129339,gandasuli
129364,suluh
129365,sulbi
129374,akar
129376,selup
129391,dayak sum
129394,semenda
129396,semangat
129398,semarak
129400,sumatra
129442,sungsang
129470,sumber daya
129499,sumbur
129553,sumpal
129602,tembakau
129613,sunah
129636,sundal
129638,sondek
129709,tersungkap
129721,dayak sungkung
129729,sulap
129732,kembang
129735,sumsum
129747,sunah
129787,sipahi
129847,sopir
129848,sumpit
129913,surah
130030,bintang
130031,serban
130047,mati
130048,air
130059,surih
130079,dayak suruk
130083,sorong
130085,kesurupan
130092,survei
130098,survei
130181,susukan
130210,penyusur bayar
130228,suten
130232,bersuten
130233,sutra
130249,suuzan
130285,kredit
130308,daun
130322,surga
130345,sweter
130348,syakban
130355,syafakat
130356,sakar
130360,syahda
130361,syahdan
130379,syekh
130384,setan
130387,sejarah
130392,sakar
130394,sekedup
130406,samas
130409,syamsiah
130413,syafaat
130417,saraf
130431,serbat
130432,syarikat
130433,syariat
130471,surga
130474,syubhat
130477,syafaat
130479,syok
130492,syarah
130493,surga
130518,taawuz
130522,dayak taba
130523,tebah
130527,menabak
130546,tabik
130572,tabik
130618,tabut
130742,tafofobia
130753,tafeta
130756,dayak tagal
130782,tadi
130786,tahlil
130795,menahankan
130936,takhta
131001,bertahun | pertahunan
131034,tahi
131091,tajuk
131182,takik
131206,takrir
131210,setakat
131281,tekar takeh
131282,takal
131431,takhsis
131533,bertalah-talah
131536,lalai
131584,talk
131590,talenta
131597,bambu
131688,bunga
131709,bertalu-talu
131818,bertambangan
131861,timbus
131874,campak
131891,talam
131909,campak
131948,menampung
132226,tanda tangan
132256,tindak
132274,tank
132379,menanggap | tanggapan
132392,tenggang
132401,menanggulangi | penanggulangan | tertanggulangi
132422,tanggung jawab
132461,tanker
132491,tangkup
132516,tanjidor
132542,tentang
132582,tauke
132594,tempa
132654,tapai
132657,tetapi
132682,tepuk
132685,tepung
132690,takwa
132691,tir
132731,teras
132828,tarekat
132835,tarif
132836,tarekat
132841,tarkas
132842,tarhim
132851,terpentin
132852,tara
132866,tarup
132882,taruh
132884,teroka
132936,tasbih
132940,tasydid
132951,tesmak
132972,hari
132996,tata gerha
133074,tetampan
133094,daun
133098,tobat
133101,taoco
133103,topan
133105,taoge
133112,teladan
133113,tolan
133122,taut
133131,taurat
133133,taurat
133204,tarikh
133235,takzir
133252,teyan
133334,tambakan
133361,burung
133393,tambera
133421,tabuhan
133430,tembus
133444,tadarus
133541,tegur
133588,teknik
133589,teknologi
133602,terka
133677,tekad
133686,takabur
133690,tokek
133771,teko
133776,tikung
133806,tetek
133814,takwa
133829,tekap
133841,ketela
133885,telekan
133894,bunga
133921,telap
133938,nelayan
133966,telegraf
133982,tekup
133993,talenan
133996,bunga
134005,telap
134009,telepon
134032,batu
134044,teletipe
134055,telepon
134056,telegram
134061,telempong
134089,telingkah
134090,rotan
134091,lingkung
134093,telepok
134094,verba
134095,selisik
134108,telur
134110,telepon
134125,telungkup
134176,menelusuk
134190,tabur
134191,tamadun
134192,temaah
134195,temaah
134199,tali
134213,taram
134217,tamasya
134218,tamasya
134222,tembatu
134224,ayun
134290,tembikar
134291,timbil
134292,tambal
134298,tembam
134299,tambera
134334,tembereng
134339,menembok
134342,tombola
134348,tambera
134349,kijang
134371,tembesu
134376,tengalan
134377,tumenggung
134378,ikan
134379,semut
134385,tembilang
134399,tempelak
134401,timpang
134456,tepek
134484,menempil
134519,porok
134536,temperas
134583,tungkul
134584,tembuni
134670,tendon
134673,tiner
134676,tank
134758,tenggiri
134766,senggulung
134772,menengil
134791,tengger
134794,tengkek
134799,tengkuk
134800,tengkulak
134801,tengkuluk
134812,tengkurap
134817,tenteng
134820,lenguh
134856,tengteng
134858,tentara
134862,tenteram
134978,teoretis
135014,toapekong
135015,tafakur
135035,tepek
135057,tepuk
135106,tapioka
135117,tir
135186,terjang
135238,terali
135242,taram
135254,tambo
135295,menerangjelaskan
135419,tras
135443,tarasul
135453,meneratap
135473,tarawih
135477,tarawih
135667,tebersit
135835,tecermin
135836,tecerna
135999,tereliminasi
136001,trem
136054,deret
136248,hal
136348,triko
136439,tajali
136485,menerjemahkan | menterjemahkan | penerjemah | penerjemahan | terjemahan
136914,telanjur
136917,telantar
136978,telentang
137306,cerobong
137326,trompet
137331,terungku
137342,terorganisasi
137470,teperdaya
137472,torpedo
137540,tepercaya
137541,teperdaya
138423,taruna
138448,truf
138688,testis
138705,tampah
138709,tamu
138729,tetampan
138735,tawak-tawak
138748,terapan
138749,terapan
138762,tetibar
138764,tikus
138797,tuhu
138811,teji
138814,tarekat
138818,tarekat
138991,tiang
138993,pijak
139044,tikung
139064,tilawah
139067,tule
139068,tilap
139069,telegraf
139087,tin
139119,plumbum
139253,cendawan
139260,tindih
139320,tengger
139340,tengkarah
139370,tingkar
139420,tepak
139440,tifus
139465,tip
139474,tifus
139476,ter
139563,titimangsa
139569,petitih
139652,ketitir
139731,coblos
139743,topan
139750,taoge
139771,kapur
139784,tukak
139786,toka
139793,tauke
139795,takik
139887,tolok ukur
139909,toleransi
139931,tarum
139975,tumbung
139976,tomong
139978,tombro
139994,tumpang
140003,tona
140043,tonggok
140066,bunga
140077,tongkol
140086,pulang
140088,tonsil
140130,tufah
140187,stoples
140203,ketopong
140224,toreh
140230,turne
140298,tawaf
140304,toya
140305,toya
140332,tradisional
140342,tragis
140356,trakom
140370,trem
140373,terampil
140445,transit
140519,terap
140559,tren
140562,tenggiling
140565,terenyuh
140584,triwulan
140586,tribune
140619,kain
140631,bunyi geletar
140633,topi
140645,triliun
140653,terindil
140753,trofi
140760,zona
140800,sanawiah
140907,ketuat
140953,todak
140986,tukas
141013,tuhfah
141017,tohor
141048,menukai
141053,menukam
141062,wakatobi
141112,menukas | menukasi | tukasan
141113,bertukas-tukas | menukas
141129,tengku
141215,ketularan | menular | menulari | menularkan | penular | penularan | tertular | tertulari
141244,tolong
141256,toman
141264,tombak
141268,tembelang
141310,picis
141318,ketumbukan
141366,tumpas
141371,tumplak
141394,tertumus
141513,tunggik
141521,menunggul
141538,tongkat
141539,tukik
141541,bersitungkin
141551,menungkul | penungkul | temungkul
141552,tongkol
141559,tungau
141590,tonjol
141605,menuntung | setuntung
141617,ekor
141630,topang
141652,peturasan
141705,terusi
141834,menutulkan
141865,penuturan
141876,tuyuk-tuyuk
141896,wan
142035,kuap
142041,menguar-uarkan | penguaran | uar-uar
142047,mengubah bentuk | pengubahbentukan
142048,mengubahsuaikan | pengubahsuaian | ubah suaian
142052,ubel-ubel
142056,mengubang
142060,mengubar
142061,obat
142062,hubaya-hubaya
142064,mengubek-ubek | ubek-ubekan
142067,ubel-ubel
142078,garut
142085,kentang
142098,mengubit-ubit
142099,mengubrak-abrik
142125,usus
142166,udap-udapan
142207,edema
142216,uda
142219,wudu
142220,odoh
142223,wudu
142224,uzur
142241,mengugemi
142242,ugeran
142267,menguis-uis
142268,menguit | teruit
142269,oja
142270,yojana
142282,keujian
142345,wujud
142435,ulak-ulak
142436,ulak-ulak | ulakan
142437,ulek
142457,berulang kali
142552,ulet
142570,wilayah
142571,wilayah
142572,hak
142575,ulekan
142581,menguleni
142582,ular
142583,mengules
142587,menguli
142589,mengulik | pengulik
142640,ultraviolet
142676,huma
142681,emak
142696,umbuk
142701,mengumbang | terumbang-umbang
142703,mengumbang-ambingkan | terumbang-ambing
142704,mengumbar | mengumbar-umbar | pengumbaran
142705,kembara
142711,umbuk
142730,umbul-umbul
142738,ubun-ubun
142739,umbul
142740,umbul
142799,umpet
142803,mengumpet | umpetan
142808,rumpun
142812,umrah
142813,umrah
142822,umun
142855,onak
142857,batu
142864,uncang-uncit
142866,honcoe
142867,honcoe
142871,mengundak
142873,undak-undakan
142878,berundan-undan
142882,berundang | diundangkan | mengundangkan | pengundang-undang | perundang-undangan | undang-undang | undangan
142914,mengunduh | pengunduh | pengunduhan | terunduh | unduhan
142920,berundung-undung
142930,mengungam
142931,mengap-mengap
142944,unggat-unggit
142945,ungkit
142946,onggok
142954,berunggut-unggut | mengunggut
142956,mengungkah
142957,mengungkai | terungkai | ungkaian
142963,ongkang-ongkang
142964,unggang-anggit
142966,mengungkap | terungkap-ungkap
142975,mengungkat-ungkat
142978,mengungkil | pengungkil
142979,mungkir
142980,mengungkit | mengungkit-ungkit | pengungkit | ungkit-ungkit
142983,ungkulan
142987,mengungsi | mengungsikan | pengungsi | pengungsian
143059,universitas
143065,hunjam
143081,mengunjun
143082,kunjung
143084,belunjur | mengunjur | mengunjurkan | terunjur | unjuran
143148,menguntil
143150,mengunting | penguntingan | unting-unting
143194,berunyai | berunyai-unyai | mengunyai
143264,opas
143267,pao-pao
143279,upih-upih
143292,ufuk
143297,mengurah
143301,urakan
143307,orang
143330,aurat
143372,menguri
143376,mengurik | mengurik-urik
143379,urine
143383,uring-uringan
143390,urip
143413,uruk
143427,berurung
143428,mengurup | pengurup | urup-urup | urup-urupan
143432,urus-urus
143532,ucis
143539,ustaz
143540,ustaz
143541,ustazah
143574,mengusut
143585,hutan
143612,mengutarakan | pengutaraan | terutarakan
143660,uak
143671,huyung
143725,hari
143734,valina
143813,varietas
143817,fasad
143822,fasilitas
143919,faktif
143957,permak
143988,vertikultura
143991,verset
143997,vestibula
144002,vestibula
144048,video
144056,vinyet
144169,wisnu
144269,voucer
144355,prahoto
144356,prahoto
144365,vulkanis
144368,vulkanisasi
144373,pulpen
144388,waadat
144392,wabakdu
144416,badar
144417,cadas
144420,badar
144459,wahdah
144460,wahdaniah
144461,wahdah
144462,wahdiah
144478,wahyu
144481,wagon
144486,baiduri
144496,baja
144524,wajik
144585,wawa
144597,mewalakkan | terwalak
144609,kualat
144631,rajawali
144647,wali kota
144655,walimah
144665,walimana
144703,uang
144748,wakaf
144749,uar
144750,mewara | pewara | wara-wara | wewara
144752,waralaba
144759,warkat
144771,rodi
144787,berwari
144795,warak
144809,warkat
144855,wonti
144884,uar-uar
144885,waswas
144911,wasilah
144912,bawasir
144924,wasal
144928,wasalam
144951,watan
144974,wawancara
144977,wawancara
145033,bawasir
145036,weh
145044,weda
145059,mewedar | wedaran
145077,beker
145080,welasan
145084,welingan
145092,belut
145095,berwenang | kesewenang-wenangan | kewenangan | pewenang | sewenang-wenang | wewenang
145098,werek
145099,warangka
145100,wreda
145101,wredatama
145130,besi aji
145176,weh
145199,welahar
145215,wilayah
145218,walimana
145234,wenter
145240,wirausaha
145247,irama
145251,firasat
145265,wiru
145267,uir-uir
145363,vodka
145437,palem
145443,wudu
145445,wudu
145482,ungu
145487,urung
145492,utuh
145504,sinar
145537,ksi
145643,yang-yang
145649,akar
145659,jargon
145703,yahwe
145704,yahwe
145726,jejunum
145815,hiu
145824,yuda
145830,judo
145831,judoka
145832,ukulele
145840,junior
145841,junta
145846,juri
145869,jujitsu
145871,yuyitsu
145875,jebat
145882,haram
145886,lahir
145918,zamzam
145956,jerapah
145967,zuriah
145970,zuriah
146032,zanggi
146047,zuhur
146052,ziarah
146053,jib
146063,zigot
146079,kafir
146091,zina
146092,jinak
146101,jerapah
146117,zuhur
146119,zohrah
146122,zalim
146163,zona
146216,juadah
146219,zohrah
146240,jerapah
146244,zuriah
146281,alifuru
146282,asensio rekta
146283,khalati
146284,enggak
